ID,Name,Level,Subject,SubjID,Date,Attendance,Score
S0420,Sabrina Rachel Gross,Sophomore,English,ENG101,12/14/2023,Absent,86
S0456,Jennifer Lisa Romero,Junior,Chemistry,CHEM101,8/30/2023,Absent,78
S0444,Lori Patrick Garcia,Junior,English,ENG101,9/6/2023,Late,97
S0549,Amanda Trevor Moreno,Senior,Math,MATH101,10/27/2023,Excused,88
S0219,Sheena Martin Fields,Sophomore,Physics,PHYS101,3/1/2023,Late,100
S1621,Michaela Chad Allen,Junior,Math,MATH101,11/12/2023,Absent,68
S0637,Roberta Justin Ray,Junior,English,ENG101,4/26/2023,Absent,73
S0491,Linda Lisa Adkins,Freshman,Math,MATH101,11/8/2023,Late,89
S1972,Tamara Lisa Chandler,Sophomore,Chemistry,CHEM101,9/3/2023,Excused,60
S1684,David Michael Hanson,Senior,Physics,PHYS101,1/1/2023,Excused,53
S1217,Lauren Joseph Campbell,Freshman,Chemistry,CHEM101,6/14/2023,Excused,84
S0143,Patricia John Stevenson,Junior,Biology,BIO101,5/7/2023,Late,69
S0640,Allen Kyle Haley,Senior,Chemistry,CHEM101,3/14/2023,Late,55
S0063,Lori Mark Sanders,Freshman,Physics,PHYS101,3/31/2023,Late,72
S0015,John Barbara Larsen,Junior,English,ENG101,12/22/2023,Absent,84
S0457,Patrick Theresa Kaufman,Junior,Biology,BIO101,7/25/2023,Present,97
S1918,Jack Scott Little,Freshman,English,ENG101,5/1/2023,Excused,54
S0496,Paul Roger Wagner,Senior,Math,MATH101,6/19/2023,Late,93
S0655,Bradley Danielle Robinson,Junior,Math,MATH101,6/15/2023,Late,61
S1502,Patricia Sharon Fischer,Junior,Physics,PHYS101,2/26/2023,Present,93
S1601,Nicole Jeffery Powell,Freshman,Math,MATH101,5/26/2023,Present,81
S0205,Jennifer David James,Junior,Physics,PHYS101,1/2/2023,Excused,50
S1496,Jeremy Angela Mckay,Senior,Physics,PHYS101,8/11/2023,Absent,69
S1024,Jacob Philip Hurley,Junior,English,ENG101,3/5/2023,Absent,76
S0055,Alexandra Susan Lynch,Senior,Physics,PHYS101,5/31/2023,Late,60
S1429,Jesus John Clark,Senior,Biology,BIO101,8/9/2023,Present,51
S1881,Gary Jennifer Lawson,Freshman,Math,MATH101,7/9/2023,Excused,54
S0886,Kayla Matthew Johnson,Sophomore,English,ENG101,10/31/2023,Absent,65
S0350,Ashley Elizabeth Clark,Freshman,Physics,PHYS101,1/27/2023,Excused,62
S1709,Nancy Christopher Hernandez,Freshman,Biology,BIO101,8/31/2023,Late,52
S1744,Amanda Cynthia Grant,Senior,English,ENG101,7/20/2023,Absent,92
S1599,Abigail Lori Oneill,Freshman,English,ENG101,5/27/2023,Present,77
S1988,Nancy Melissa Jensen,Junior,Math,MATH101,4/2/2023,Late,63
S0786,Jennifer Mitchell Davis,Freshman,Math,MATH101,1/14/2023,Present,93
S0341,Brandon Michael Gregory,Sophomore,Math,MATH101,9/21/2023,Absent,70
S1636,Elizabeth Matthew Yates,Sophomore,Math,MATH101,12/13/2023,Late,55
S0088,Philip Nicole Browning,Junior,Math,MATH101,3/29/2023,Absent,63
S0836,Maria Theresa Richardson,Junior,English,ENG101,8/16/2023,Excused,52
S1240,Brooke Amy Perez,Freshman,Chemistry,CHEM101,8/20/2023,Absent,59
S1180,Kayla Catherine Reed,Senior,Chemistry,CHEM101,5/9/2023,Absent,90
S1791,Peter Mary Hammond,Freshman,Biology,BIO101,8/26/2023,Excused,96
S1652,Terri Samantha Fernandez,Sophomore,Math,MATH101,5/3/2023,Absent,98
S1699,Ashley Victoria Johnson,Freshman,Biology,BIO101,10/23/2023,Absent,80
S1951,Jasmine Jonathan Hart,Senior,Physics,PHYS101,1/17/2023,Present,55
S0597,Jennifer Rebecca Strong,Senior,Chemistry,CHEM101,9/27/2023,Excused,54
S1103,David Eileen Gonzalez,Senior,Physics,PHYS101,11/20/2023,Present,61
S0966,Zachary Ethan White,Freshman,Biology,BIO101,4/30/2023,Present,69
S1002,Todd Sonya Oconnor,Freshman,Biology,BIO101,1/31/2023,Excused,53
S0447,Brooke Karen Reeves,Junior,Physics,PHYS101,1/19/2023,Late,83
S1131,Keith Rebecca Lewis,Sophomore,Math,MATH101,7/6/2023,Present,100
S1396,Sandra Melissa Johnson,Junior,Math,MATH101,10/6/2023,Excused,64
S0645,Vanessa Karen Faulkner,Freshman,Biology,BIO101,6/16/2023,Present,97
S1536,Benjamin Miguel Castro,Sophomore,Math,MATH101,3/17/2023,Absent,90
S1983,Lisa Tony Collins,Freshman,Chemistry,CHEM101,5/5/2023,Absent,73
S0875,Matthew Zoe Freeman,Junior,Math,MATH101,6/24/2023,Late,60
S1533,Cody Jason Hamilton,Senior,Physics,PHYS101,6/28/2023,Absent,64
S0233,Sheri Cody Dean,Sophomore,English,ENG101,4/18/2023,Absent,85
S1483,Ronald Jane Garza,Senior,Chemistry,CHEM101,12/12/2023,Late,63
S0230,Rodney Michelle Lopez,Sophomore,Math,MATH101,1/15/2023,Absent,68
S0962,Linda Gregory Robinson,Senior,Physics,PHYS101,10/2/2023,Absent,84
S1994,Michael Alejandro Perez,Senior,Biology,BIO101,7/7/2023,Present,71
S0157,Nicole Jimmy Riley,Senior,Biology,BIO101,12/29/2023,Absent,86
S1734,Corey Paula Sandoval,Senior,Physics,PHYS101,4/19/2023,Absent,66
S0231,Linda Donna Alexander,Freshman,English,ENG101,11/20/2023,Excused,50
S1136,Christy Gregory Whitney,Senior,Chemistry,CHEM101,8/13/2023,Absent,65
S0787,Mark Christy Mccarthy,Freshman,Math,MATH101,3/16/2023,Present,83
S0532,Nicholas Jeremy Fisher,Junior,Physics,PHYS101,7/19/2023,Present,68
S0946,Christopher Rebecca Mills,Junior,Biology,BIO101,6/7/2023,Excused,70
S0651,Robin Maria Vargas,Senior,Chemistry,CHEM101,4/8/2023,Present,68
S1824,Angela Allen Martinez,Senior,Math,MATH101,11/20/2023,Absent,99
S0390,Mary Joshua Dixon,Junior,English,ENG101,2/23/2023,Absent,73
S1090,Brandon Shaun Clayton,Sophomore,Biology,BIO101,5/19/2023,Absent,54
S1355,Jason Timothy Bartlett,Senior,Chemistry,CHEM101,4/2/2023,,60
S0295,Jacqueline Albert Harvey,Senior,Physics,PHYS101,8/12/2023,Excused,79
S1444,Craig William Martin,Sophomore,Biology,BIO101,7/19/2023,Excused,60
S1094,Cheyenne Brittney Jones,Sophomore,English,ENG101,5/8/2023,Present,97
S0514,Maria Walter Martinez,Senior,Chemistry,CHEM101,7/2/2023,Excused,50
S1709,Nancy Christopher Hernandez,Freshman,Math,MATH101,1/17/2023,Present,69
S1369,Courtney Kathryn Clark,Sophomore,English,ENG101,3/26/2023,Present,92
S1969,Debra Craig Petersen,Freshman,Math,MATH101,9/8/2023,Present,60
S1003,Caroline Daniel Nguyen,Junior,Chemistry,CHEM101,7/30/2023,Excused,87
S1542,Robert Edwin Cabrera,Freshman,Biology,BIO101,9/21/2023,Present,69
S1775,Kirk Brady Paul,Sophomore,Biology,BIO101,9/5/2023,Present,95
S0308,Chelsea Nicole Matthews,Freshman,Math,MATH101,4/26/2023,Absent,77
S1747,Melissa Martha Chung,Junior,Math,MATH101,1/30/2023,Excused,57
S0353,Carol Karen Snyder,Sophomore,Physics,PHYS101,4/24/2023,Late,64
S0099,Cassandra Christopher Weiss,Freshman,Chemistry,CHEM101,1/16/2023,Late,54
S1176,Jimmy Jason Rodriguez,Junior,Chemistry,CHEM101,7/2/2023,Present,65
S1459,Michael George Mack,Senior,Biology,BIO101,10/2/2023,Present,64
S0343,Curtis Amy Thornton,Sophomore,Chemistry,CHEM101,11/24/2023,Excused,74
S0913,Denise Amy Leonard,Junior,Math,MATH101,6/28/2023,Excused,78
S0273,Brian Robert Novak,Senior,English,ENG101,8/4/2023,Present,69
S0047,Brian Ashley Pearson,Sophomore,Biology,BIO101,7/27/2023,Late,90
S1905,Michele Trevor Lopez,Sophomore,Biology,BIO101,11/25/2023,Late,71
S1990,Lisa Tasha Parker,Freshman,Physics,PHYS101,8/22/2023,Absent,58
S0916,William Brian Garcia,Senior,Biology,BIO101,12/11/2023,Excused,50
S1915,Erik Austin Moore,Junior,Physics,PHYS101,3/23/2023,Present,84
S1061,Nicholas Christina Martinez,Sophomore,Biology,BIO101,6/9/2023,Present,54
S0386,Cindy Jaime Washington,Freshman,Biology,BIO101,1/20/2023,Late,85
S0952,Bobby Jacqueline Miller,Senior,Chemistry,CHEM101,7/28/2023,Late,60
S0245,Christina Stephen Gray,Senior,English,ENG101,6/24/2023,Late,75
S1191,Tiffany Brooke Taylor,Senior,Biology,BIO101,1/23/2023,Present,99
S1362,Samuel Jeffrey Choi,Freshman,English,ENG101,6/23/2023,Excused,93
S0766,Stephen Cheryl Singh,Senior,Biology,BIO101,6/11/2023,Present,62
S0913,Denise Amy Leonard,Junior,English,ENG101,8/16/2023,Present,79
S1666,Dillon Mary Rojas,Sophomore,Physics,PHYS101,12/6/2023,Excused,79
S1533,Cody Jason Hamilton,Senior,Chemistry,CHEM101,4/3/2023,Late,92
S0867,Peggy Brenda Dickson,Junior,English,ENG101,6/13/2023,Late,68
S1347,Tanya Ronald Campbell,Junior,Biology,BIO101,11/28/2023,Present,74
S1521,Olivia Alyssa Hill,Junior,Chemistry,CHEM101,3/17/2023,Excused,53
S1181,Paula Jennifer Nash,Sophomore,Biology,BIO101,7/4/2023,Late,71
S1587,Carl Nicholas King,Junior,Biology,BIO101,7/6/2023,Present,77
S1082,Micheal James James,Senior,Biology,BIO101,10/1/2023,Late,82
S1973,Michael Michelle Jones,Junior,English,ENG101,3/23/2023,Present,74
S0217,Steven Anthony Gibson,Freshman,Biology,BIO101,10/10/2023,Excused,91
S0189,Jeremiah Jamie Morales,Junior,Chemistry,CHEM101,12/29/2023,Late,51
S0274,Monica Joseph Cooper,Freshman,Biology,BIO101,3/16/2023,Excused,60
S1665,Alexander Jennifer Finley,Sophomore,Math,MATH101,7/10/2023,Late,53
S0349,Helen Brandon Walls,Sophomore,Physics,PHYS101,1/31/2023,Excused,56
S1339,Ronald Stephen Brooks,Senior,Chemistry,CHEM101,7/5/2023,Absent,72
S1940,Elizabeth George Johnson,Junior,Chemistry,CHEM101,11/19/2023,Absent,60
S0864,Marissa Jonathan Gibson,Sophomore,Math,MATH101,6/25/2023,Late,100
S1043,Brian Cheryl Gordon,Freshman,English,ENG101,10/14/2023,Absent,95
S0203,Stephen Jeffrey Baird,Junior,Biology,BIO101,5/7/2023,Late,51
S0331,Robert Shannon Browning,Freshman,Chemistry,CHEM101,12/12/2023,Present,65
S0239,Charles George Rodriguez,Senior,Math,MATH101,2/28/2023,Late,75
S0442,Bruce Stephanie Lin,Freshman,Physics,PHYS101,10/12/2023,Present,73
S0036,Jacob Brett Glenn,Junior,Biology,BIO101,12/11/2023,Present,53
S0704,Larry Eddie Adams,Junior,Chemistry,CHEM101,7/2/2023,Late,70
S0479,Chad Hayley Foley,Junior,Math,MATH101,3/30/2023,Excused,57
S0294,Cameron Ricky Hess,Senior,Biology,BIO101,9/19/2023,Absent,55
S1130,Anthony Kelsey Horton,Sophomore,Chemistry,CHEM101,1/8/2023,Absent,52
S0334,Heather Deborah Vaughn,Freshman,Math,MATH101,2/6/2023,Late,60
S1742,Patricia Jacqueline Richardson,Sophomore,Math,MATH101,9/17/2023,Present,74
S1476,Laura Traci Durham,Sophomore,Chemistry,CHEM101,8/21/2023,Excused,81
S0812,Margaret Kimberly Patton,Junior,English,ENG101,7/14/2023,Late,92
S0640,Allen Kyle Haley,Senior,Chemistry,CHEM101,7/31/2023,Excused,57
S0935,Tanya Matthew Walker,Senior,Math,MATH101,6/19/2023,Late,86
S1247,Cody Jorge Skinner,Freshman,Physics,PHYS101,4/18/2023,Absent,99
S1266,Catherine Sara Ross,Freshman,Chemistry,CHEM101,8/29/2023,Present,83
S0678,James Jeremy Gonzalez,Sophomore,Biology,BIO101,3/7/2023,Excused,94
S0412,Julie William Mays,Senior,Math,MATH101,5/21/2023,Late,86
S1213,Renee David Rasmussen,Sophomore,Chemistry,CHEM101,8/13/2023,,67
S0677,Tyler Teresa Smith,Junior,Math,MATH101,9/2/2023,Late,70
S0556,Joann John Carpenter,Junior,Math,MATH101,12/20/2023,Present,76
S1319,Sarah Kelsey Patrick,Junior,Physics,PHYS101,4/29/2023,Late,92
S0509,Stephanie Michael Dean,Sophomore,Math,MATH101,9/6/2023,Excused,66
S1453,Brian Ana Douglas,Senior,English,ENG101,11/18/2023,Absent,73
S1403,Valerie Michael Molina,Senior,Biology,BIO101,3/20/2023,Late,53
S0857,Richard Samantha Harris,Senior,Math,MATH101,12/23/2023,,52
S1549,Miguel Rachel Smith,Junior,Chemistry,CHEM101,11/7/2023,Absent,77
S1271,Ashley Selena Sutton,Freshman,Math,MATH101,1/27/2023,Absent,99
S0900,Angela Matthew Johnson,Junior,Physics,PHYS101,3/5/2023,Excused,85
S1274,Tracey Christopher Johnson,Sophomore,Biology,BIO101,10/29/2023,Present,100
S0892,Timothy Donald Alvarez,Junior,Physics,PHYS101,7/2/2023,Absent,65
S0720,David Ashlee Brown,Sophomore,Biology,BIO101,10/4/2023,Present,79
S1397,Brandon Bryce Gallegos,Senior,English,ENG101,2/27/2023,Late,71
S0909,Christine Sarah Carr,Freshman,Math,MATH101,11/10/2023,Excused,62
S1624,Courtney Jennifer Rios,Sophomore,Biology,BIO101,9/8/2023,Present,54
S0582,Mark Geoffrey Reyes,Sophomore,Math,MATH101,10/23/2023,Excused,57
S1702,David Christian Blair,Sophomore,Chemistry,CHEM101,6/29/2023,Absent,65
S1275,John Richard Moore,Junior,Physics,PHYS101,6/25/2023,Excused,78
S0481,Anthony Pamela Franklin,Freshman,Biology,BIO101,10/20/2023,Excused,84
S1124,Julia Connie Lindsey,Junior,Biology,BIO101,5/14/2023,Absent,73
S0692,Kathleen Charles Johnson,Sophomore,Physics,PHYS101,7/13/2023,Present,81
S1303,Erin Shelly Fox,Junior,Biology,BIO101,2/23/2023,Present,93
S0902,James Chad Cunningham,Sophomore,Biology,BIO101,8/15/2023,Excused,100
S1331,Jacqueline Robin Rodgers,Freshman,Math,MATH101,9/14/2023,Absent,58
S1355,Jason Timothy Bartlett,Senior,Biology,BIO101,12/12/2023,Late,97
S0134,Samantha Jennifer Aguilar,Freshman,English,ENG101,7/16/2023,Present,56
S0328,Philip Mark Nguyen,Sophomore,Biology,BIO101,8/12/2023,Present,78
S0297,Brandon Justin Andrade,Junior,Biology,BIO101,5/3/2023,Absent,92
S1509,Crystal David Hall,Senior,Biology,BIO101,6/16/2023,Late,84
S1491,Melinda Jason Carter,Sophomore,Biology,BIO101,8/17/2023,Late,58
S1520,James Wendy Kline,Senior,English,ENG101,6/12/2023,Late,59
S0863,Cynthia Tracey Scott,Freshman,Biology,BIO101,9/7/2023,Late,61
S0752,Peter Andrea Proctor,Junior,Biology,BIO101,8/18/2023,Late,99
S1815,Jacob Rebecca Olson,Junior,Chemistry,CHEM101,12/14/2023,Late,63
S0150,Jeffrey Elijah Melton,Junior,Biology,BIO101,7/9/2023,Present,59
S1244,Tina Veronica Lewis,Freshman,Chemistry,CHEM101,10/19/2023,Excused,100
S1412,Christopher Melanie Neal,Sophomore,English,ENG101,12/20/2023,Excused,56
S0815,Samantha Tracy Scott,Freshman,English,ENG101,4/9/2023,Late,57
S0409,Jonathan Anthony Collins,Sophomore,Physics,PHYS101,3/13/2023,Excused,56
S1820,Kristina Lynn Peterson,Freshman,Biology,BIO101,1/18/2023,Absent,83
S0046,Angela Nancy Johnson,Freshman,Math,MATH101,9/24/2023,Present,63
S0948,Daniel Mary Tran,Senior,Biology,BIO101,4/26/2023,Present,82
S0784,Ricky Ryan Deleon,Senior,Physics,PHYS101,9/14/2023,Absent,92
S1334,Brittany Robert Todd,Freshman,Biology,BIO101,9/14/2023,Absent,56
S0712,Daniel Janice Evans,Junior,English,ENG101,10/14/2023,,98
S1298,Erika Daniel Fischer,Sophomore,Physics,PHYS101,1/26/2023,Absent,85
S1142,Patricia Lauren Kirk,Junior,Math,MATH101,5/27/2023,Absent,83
S0283,Emily Julie Nguyen,Sophomore,Physics,PHYS101,5/26/2023,Absent,76
S1471,Bradley Teresa Mccoy,Sophomore,Math,MATH101,4/29/2023,Excused,66
S1709,Nancy Christopher Hernandez,Freshman,Biology,BIO101,6/4/2023,Present,80
S0621,Lisa Melissa Webb,Sophomore,Physics,PHYS101,5/1/2023,Excused,92
S1910,Kimberly Donald Pratt,Senior,Physics,PHYS101,8/17/2023,Excused,90
S0695,Jason Derek Stevenson,Freshman,English,ENG101,8/4/2023,Absent,90
S1047,Amy Katherine Beltran,Senior,Math,MATH101,12/16/2023,Excused,95
S1258,Aaron Samantha Ford,Freshman,Biology,BIO101,10/21/2023,Excused,58
S1438,Joan Sarah Nelson,Freshman,Physics,PHYS101,12/23/2023,Present,59
S1021,Anthony Anthony Rowe,Junior,English,ENG101,11/28/2023,Excused,88
S0872,Matthew Jeffrey Terrell,Freshman,Math,MATH101,8/17/2023,Present,85
S1811,Brett Vicki Dixon,Junior,Chemistry,CHEM101,7/18/2023,Present,80
S0277,Daniel Melissa Johnson,Senior,Physics,PHYS101,6/19/2023,Late,60
S1757,Linda Kristen Williams,Freshman,Math,MATH101,6/21/2023,Excused,89
S1465,Patricia Krystal Harper,Sophomore,English,ENG101,2/5/2023,Present,85
S0425,Bradley Stephen Smith,Senior,Math,MATH101,7/11/2023,Absent,94
S0638,Erin Scott Chan,Senior,Physics,PHYS101,2/24/2023,Absent,70
S1524,Steven Donald Dixon,Sophomore,Physics,PHYS101,7/7/2023,Late,94
S1170,Julie Ronald Sanders,Junior,English,ENG101,7/21/2023,Excused,96
S0166,Jennifer Theresa Powell,Freshman,English,ENG101,5/11/2023,Present,62
S0955,Christina Theodore Williams,Freshman,English,ENG101,1/3/2023,Excused,98
S0587,Alfred Christopher Flores,Sophomore,Math,MATH101,8/1/2023,Excused,75
S0759,Kelly Juan Thompson,Freshman,Physics,PHYS101,9/26/2023,Present,79
S0633,Scott Adam Norton,Sophomore,Chemistry,CHEM101,8/2/2023,Excused,57
S0412,Julie William Mays,Senior,Chemistry,CHEM101,2/23/2023,Late,98
S1575,Lisa Kimberly Carrillo,Senior,English,ENG101,10/30/2023,Late,64
S1342,Wesley Jacqueline Meyers,Junior,English,ENG101,4/22/2023,Late,71
S0144,Anthony Jessica Beck,Sophomore,Math,MATH101,8/20/2023,Late,56
S1122,Amy Melissa Conner,Sophomore,Physics,PHYS101,10/2/2023,Late,92
S1746,Darrell Larry Ortiz,Senior,English,ENG101,1/20/2023,Absent,80
S1845,Diane Tony Browning,Junior,Biology,BIO101,1/11/2023,Present,55
S0184,Gregory Brian Russell,Freshman,Chemistry,CHEM101,11/14/2023,,55
S0945,David Michael Norton,Sophomore,Physics,PHYS101,12/28/2023,Present,91
S0361,Robert Chelsea Mcintyre,Freshman,English,ENG101,4/1/2023,Present,53
S0501,Gilbert Seth Stone,Freshman,Biology,BIO101,1/2/2023,Late,73
S1645,Scott Jeff Davis,Senior,Chemistry,CHEM101,10/22/2023,Late,54
S0383,Laura Paul Hardy,Junior,English,ENG101,11/28/2023,Late,71
S1795,Shawn Danielle Lopez,Junior,English,ENG101,12/18/2023,Excused,85
S1619,Lisa Tamara Armstrong,Senior,Physics,PHYS101,10/2/2023,Absent,89
S1566,Clayton Kathleen Smith,Sophomore,English,ENG101,2/8/2023,Absent,99
S1869,Sara Krista Smith,Junior,Chemistry,CHEM101,3/30/2023,Excused,61
S0604,Eric Jacqueline Gamble,Freshman,English,ENG101,4/10/2023,Absent,79
S1658,Curtis Sherri Moore,Sophomore,Chemistry,CHEM101,10/2/2023,Present,79
S0362,Autumn Edward Liu,Freshman,English,ENG101,3/2/2023,Excused,63
S0868,Connor Faith Mccoy,Junior,English,ENG101,8/8/2023,Late,57
S1665,Alexander Jennifer Finley,Sophomore,Physics,PHYS101,9/14/2023,Absent,96
S0310,Elaine David Phillips,Senior,Physics,PHYS101,4/13/2023,Late,73
S1855,Danielle Alexis Harris,Freshman,Math,MATH101,5/15/2023,Excused,73
S0125,Jeremy Larry Cook,Sophomore,Biology,BIO101,3/30/2023,Excused,97
S1439,Gary Daniel Fisher,Junior,English,ENG101,1/3/2023,Absent,71
S1364,Kyle Kevin Davis,Freshman,Chemistry,CHEM101,10/10/2023,Present,75
S0784,Ricky Ryan Deleon,Senior,Math,MATH101,1/19/2023,Present,86
S0521,Devon Anna Santiago,Sophomore,Math,MATH101,2/3/2023,Present,97
S0413,Keith Susan Coleman,Junior,Biology,BIO101,3/9/2023,Late,88
S1514,Ashley Justin Woods,Freshman,Biology,BIO101,2/4/2023,Excused,100
S1986,Marie Michelle Cabrera,Sophomore,Biology,BIO101,12/4/2023,Late,94
S0938,Teresa Steven Harrison,Senior,Math,MATH101,12/25/2023,Present,69
S0983,Jeffrey John Hall,Sophomore,Biology,BIO101,7/7/2023,Late,96
S0997,Chloe Karen Johnson,Sophomore,Physics,PHYS101,10/11/2023,Late,88
S0931,Dennis Scott Davidson,Senior,Math,MATH101,8/23/2023,Present,56
S1739,Kimberly Maxwell Williams,Junior,English,ENG101,8/11/2023,Present,63
S1677,Karen Kimberly Humphrey,Sophomore,Physics,PHYS101,7/19/2023,Absent,95
S0489,Megan Cassandra Garcia,Junior,Math,MATH101,8/10/2023,Absent,79
S1113,Alexis James Vasquez,Sophomore,Physics,PHYS101,7/10/2023,Absent,71
S1166,Sherry Jeffrey Callahan,Freshman,English,ENG101,10/28/2023,Present,88
S1385,Craig Lauren Jones,Junior,Physics,PHYS101,11/21/2023,Late,61
S0312,Antonio Alexandra Watson,Junior,English,ENG101,6/26/2023,Present,78
S0922,Brianna Matthew Clark,Sophomore,Physics,PHYS101,4/17/2023,Present,79
S1495,Kevin Jamie Pennington,Junior,Math,MATH101,10/24/2023,Absent,70
S0025,Dennis Cindy Lopez,Sophomore,Biology,BIO101,4/10/2023,Late,97
S1767,Ronnie Tammy Russell,Sophomore,Biology,BIO101,3/28/2023,Late,60
S1086,Thomas Sheryl Hardy,Junior,Physics,PHYS101,7/4/2023,Late,86
S0885,Bonnie Dennis Carlson,Sophomore,English,ENG101,3/2/2023,Present,99
S1636,Elizabeth Matthew Yates,Sophomore,Math,MATH101,4/22/2023,Absent,82
S0522,Tommy Kathryn Elliott,Senior,English,ENG101,6/7/2023,Late,64
S1125,Krista Sara Porter,Freshman,English,ENG101,7/24/2023,Absent,90
S1833,Karen Stacy Castro,Junior,Math,MATH101,1/27/2023,Absent,69
S0008,Danielle Mary Stewart,Freshman,Physics,PHYS101,4/30/2023,Absent,61
S0492,Teresa Lori Perez,Junior,Biology,BIO101,2/22/2023,Excused,54
S0364,Manuel Jennifer Johnson,Junior,Biology,BIO101,5/12/2023,Late,66
S0880,David Christopher Fowler,Sophomore,English,ENG101,3/4/2023,Present,78
S0721,Emily Joanna Wilson,Senior,Physics,PHYS101,4/26/2023,Absent,84
S1658,Curtis Sherri Moore,Sophomore,English,ENG101,6/2/2023,Excused,55
S0701,Alyssa Joshua Forbes,Junior,Chemistry,CHEM101,2/5/2023,Late,100
S0388,Emma Joshua Miller,Sophomore,Biology,BIO101,11/30/2023,Present,96
S0430,Francis Joshua Payne,Junior,Math,MATH101,9/10/2023,Late,52
S0070,Jasmine Jessica Payne,Senior,English,ENG101,3/9/2023,Present,67
S0739,Mary Anna Khan,Senior,Physics,PHYS101,1/14/2023,Late,60
S0589,Tina Kristin Wallace,Freshman,Biology,BIO101,1/3/2023,Late,55
S1875,Patrick Michelle Martinez,Senior,Chemistry,CHEM101,3/27/2023,Excused,67
S1534,Jason Molly Sherman,Junior,Physics,PHYS101,11/7/2023,Present,82
S1460,Matthew Brenda Richardson,Junior,Physics,PHYS101,4/14/2023,Excused,61
S0949,Pamela Mackenzie Rogers,Sophomore,Biology,BIO101,4/19/2023,Excused,65
S1245,Lawrence Margaret Roberts,Freshman,English,ENG101,10/23/2023,Absent,52
S1579,Christine Angela Wright,Senior,Chemistry,CHEM101,8/24/2023,Excused,65
S1286,Sarah Dale Sheppard,Junior,Math,MATH101,5/24/2023,Excused,90
S1165,Jennifer Amy Mercado,Senior,English,ENG101,8/5/2023,Absent,63
S0863,Cynthia Tracey Scott,Freshman,Biology,BIO101,9/3/2023,Late,68
S1053,Susan Krista Brown,Freshman,Biology,BIO101,5/22/2023,Excused,80
S0700,David Arthur Webster,Senior,Biology,BIO101,9/14/2023,Late,58
S1186,Jason Ariel Duffy,Sophomore,Chemistry,CHEM101,6/14/2023,Late,72
S0130,Veronica Phillip Ellis,Sophomore,Physics,PHYS101,4/13/2023,Present,70
S1531,Jasmine Cody Johnson,Senior,Biology,BIO101,8/7/2023,Late,83
S1265,Timothy Emma Morgan,Senior,Physics,PHYS101,2/13/2023,Absent,64
S0632,Samantha Joel Garcia,Senior,Math,MATH101,3/14/2023,Excused,93
S1465,Patricia Krystal Harper,Sophomore,Physics,PHYS101,6/23/2023,Late,89
S0742,Jennifer Sean Conrad,Freshman,Chemistry,CHEM101,8/6/2023,Present,78
S0704,Larry Eddie Adams,Junior,English,ENG101,2/24/2023,Absent,55
S0795,Laura Kevin Santiago,Freshman,English,ENG101,9/23/2023,Excused,94
S0643,Alexander Nicholas Kim,Junior,Chemistry,CHEM101,12/10/2023,Late,60
S1943,Roy Gary Jones,Freshman,Math,MATH101,12/27/2023,Late,68
S0821,Brenda Danielle Burnett,Junior,Math,MATH101,1/4/2023,Late,55
S1653,Robert Carol Tucker,Freshman,English,ENG101,6/27/2023,Absent,71
S0999,April Xavier Wolfe,Senior,English,ENG101,7/22/2023,Present,92
S0960,Marcus Sarah Powell,Senior,Biology,BIO101,2/18/2023,Excused,88
S0829,Louis Christopher Dyer,Freshman,Chemistry,CHEM101,1/29/2023,Absent,52
S1679,Melinda Timothy Villa,Junior,Physics,PHYS101,9/6/2023,,74
S1794,Linda Raymond Ross,Freshman,Physics,PHYS101,4/9/2023,Absent,72
S0837,Carlos Valerie Cherry,Senior,Math,MATH101,3/28/2023,Present,75
S1445,Maria Karen Campbell,Senior,Math,MATH101,6/20/2023,Absent,85
S1641,Christina Robert Bell,Freshman,Math,MATH101,5/15/2023,Absent,85
S1662,Jeremy Christine Johnson,Senior,Biology,BIO101,11/4/2023,Excused,50
S0478,John Susan Griffith,Junior,English,ENG101,5/17/2023,Late,99
S1275,John Richard Moore,Junior,Chemistry,CHEM101,1/17/2023,Excused,89
S1496,Jeremy Angela Mckay,Senior,Biology,BIO101,6/22/2023,Late,58
S0280,William Heather Smith,Freshman,English,ENG101,7/22/2023,Absent,88
S0109,Annette Shelley Martinez,Freshman,Physics,PHYS101,7/1/2023,Present,65
S1697,Charles Brandon Lewis,Sophomore,Math,MATH101,2/17/2023,Excused,60
S0486,Gregory Ashley Thornton,Sophomore,Physics,PHYS101,2/25/2023,Excused,100
S1367,Rebecca Angela Phillips,Sophomore,Physics,PHYS101,4/21/2023,Late,84
S1821,Ronald Natasha Rogers,Senior,Biology,BIO101,5/3/2023,Excused,57
S1447,Kelli Margaret Fisher,Freshman,Biology,BIO101,5/11/2023,Absent,65
S0274,Monica Joseph Cooper,Freshman,Biology,BIO101,3/16/2023,Excused,75
S0051,Kristen Jeffrey Sanders,Junior,English,ENG101,7/31/2023,Late,89
S0628,Michelle Andrea Johnson,Freshman,Chemistry,CHEM101,5/2/2023,Late,81
S1450,Margaret Eddie Hatfield,Sophomore,Biology,BIO101,4/21/2023,Absent,96
S0970,Christopher Megan Lewis,Freshman,Biology,BIO101,10/20/2023,Present,65
S1818,Jessica Elizabeth Best,Junior,Math,MATH101,10/2/2023,Late,59
S1519,Robert Michele Wilson,Senior,Biology,BIO101,11/7/2023,Excused,54
