ID,Name,Level,Subject,SubjID,Date,Attendance,Score,Performance_Grade
S0973,Matthew Cody Ayers,Junior,Chemistry,CHEM101,2023-07-20,Absent,0.0,F
S0974,Perry Teresa Johnson,Freshman,Biology,BIO101,2023-10-01,Present,81.0,B
S0975,Kevin Brandy Lewis,Junior,Chemistry,CHEM101,2023-12-28,Late,88.0,B
S0975,Kevin Brandy Lewis,Junior,English,ENG101,2023-04-09,Absent,0.0,F
S0975,Kevin Brandy Lewis,Junior,Biology,BIO101,2023-12-20,Present,83.0,B
S0975,Kevin Brandy Lewis,Junior,Math,MATH101,2023-05-19,Excused,98.0,A
S0976,Luke Anna Paul,Senior,Chemistry,CHEM101,2023-05-14,Absent,0.0,F
S0976,Luke Anna Paul,Senior,Biology,BIO101,2023-05-20,Excused,67.0,C
S0976,Luke Anna Paul,Senior,English,ENG101,2023-01-03,Absent,0.0,F
S0976,Luke Anna Paul,Senior,Math,MATH101,2023-11-22,Excused,71.0,C
S0976,Luke Anna Paul,Senior,Physics,PHYS101,2023-11-15,Absent,0.0,F
S0977,Donna Kyle Burns,Sophomore,English,ENG101,2023-12-20,Late,74.0,C
S0978,Phillip Patricia Rodriguez,Junior,Physics,PHYS101,2023-05-23,Present,74.0,C
S0978,Phillip Patricia Rodriguez,Junior,Chemistry,CHEM101,2023-01-23,Present,56.0,F
S0978,Phillip Patricia Rodriguez,Junior,Math,MATH101,2023-03-17,Excused,93.0,A
S0978,Phillip Patricia Rodriguez,Junior,English,ENG101,2023-06-01,Excused,78.0,B
S0979,Kimberly Heidi Perez,Freshman,Physics,PHYS101,2023-07-17,Late,71.0,C
S0979,Kimberly Heidi Perez,Freshman,Math,MATH101,2023-01-06,Late,75.0,C
S0980,Nicholas Kristen Nguyen,Freshman,Biology,BIO101,2023-01-11,Late,54.0,F
S0980,Nicholas Kristen Nguyen,Freshman,Chemistry,CHEM101,2023-09-12,Present,78.0,B
S0981,Michael Ann Ellis,Freshman,English,ENG101,2023-07-24,Absent,0.0,F
S0981,Michael Ann Ellis,Freshman,Physics,PHYS101,2023-11-24,Late,85.0,B
S0981,Michael Ann Ellis,Freshman,Biology,BIO101,2023-05-06,Late,91.0,A
S0982,Heidi Deborah Tucker,Freshman,Math,MATH101,2023-12-01,Late,88.0,B
S0982,Heidi Deborah Tucker,Freshman,English,ENG101,2023-09-06,Late,77.0,B
S0982,Heidi Deborah Tucker,Freshman,Physics,PHYS101,2023-03-09,Absent,0.0,F
S0983,Jeffrey John Hall,Sophomore,Biology,BIO101,2023-03-11,Excused,90.0,A
S0983,Jeffrey John Hall,Sophomore,Chemistry,CHEM101,2023-09-13,Present,96.0,A
S0984,Angela Michael Stewart,Freshman,Math,MATH101,2023-10-22,Excused,60.0,D
S0984,Angela Michael Stewart,Freshman,English,ENG101,2023-03-19,Present,80.0,B
S0984,Angela Michael Stewart,Freshman,Physics,PHYS101,2023-08-29,Late,72.0,C
S0985,Paul Jason Gray,Sophomore,English,ENG101,2023-02-22,Late,66.0,D
S0985,Paul Jason Gray,Sophomore,Physics,PHYS101,2023-07-04,Late,52.0,F
S0985,Paul Jason Gray,Sophomore,Chemistry,CHEM101,2023-01-23,Late,86.0,B
S0985,Paul Jason Gray,Sophomore,Math,MATH101,2023-05-03,Present,57.0,F
S0986,Elizabeth Christopher Smith,Freshman,Chemistry,CHEM101,2023-04-16,Present,74.0,C
S0986,Elizabeth Christopher Smith,Freshman,Biology,BIO101,2023-12-05,Present,55.0,F
S0986,Elizabeth Christopher Smith,Freshman,Math,MATH101,2023-11-25,Late,98.0,A
S0986,Elizabeth Christopher Smith,Freshman,Physics,PHYS101,2023-12-16,Present,52.0,F
S0987,Cory Rachel Thomas,Freshman,Biology,BIO101,2023-06-24,Present,53.0,F
S0987,Cory Rachel Thomas,Freshman,Chemistry,CHEM101,2023-06-19,Absent,0.0,F
S0987,Cory Rachel Thomas,Freshman,English,ENG101,2023-07-29,Absent,0.0,F
S0988,Dana Daniel Taylor,Junior,English,ENG101,2023-11-21,Late,87.0,B
S0989,Richard Zachary Perkins,Sophomore,Math,MATH101,2023-07-18,Absent,0.0,F
S0989,Richard Zachary Perkins,Sophomore,Physics,PHYS101,2023-11-24,Absent,0.0,F
S0989,Richard Zachary Perkins,Sophomore,English,ENG101,2023-08-11,Absent,0.0,F
S0990,James Richard Torres,Senior,Biology,BIO101,2023-06-04,Late,88.0,B
S0991,Lisa Amanda Bullock,Senior,Math,MATH101,2023-08-04,Present,58.0,F
S0991,Lisa Amanda Bullock,Senior,Physics,PHYS101,2023-06-20,Absent,0.0,F
S0991,Lisa Amanda Bullock,Senior,Biology,BIO101,2023-12-04,Absent,0.0,F
S0992,Samantha Jennifer Reese,Sophomore,Physics,PHYS101,2023-04-27,Absent,0.0,F
S0992,Samantha Jennifer Reese,Sophomore,English,ENG101,2023-09-10,Late,61.0,D
S0993,Dennis Samuel Tran,Sophomore,Physics,PHYS101,2023-03-23,Late,77.0,B
S0993,Dennis Samuel Tran,Sophomore,Math,MATH101,2023-06-29,Present,58.0,F
S0994,Tristan Catherine Williams,Junior,Biology,BIO101,2023-08-26,Absent,0.0,F
S0994,Tristan Catherine Williams,Junior,Chemistry,CHEM101,2023-08-04,Excused,82.0,B
S0994,Tristan Catherine Williams,Junior,English,ENG101,2023-11-18,Late,69.0,C
S0994,Tristan Catherine Williams,Junior,Math,MATH101,2023-08-07,Absent,0.0,F
S0995,Christine Robert Williams,Freshman,Physics,PHYS101,2023-08-28,Present,79.0,B
S0995,Christine Robert Williams,Freshman,Math,MATH101,2023-10-01,Late,79.0,B
S0995,Christine Robert Williams,Freshman,English,ENG101,2023-07-12,Present,76.0,B
S0996,Jennifer Carrie Young,Freshman,Chemistry,CHEM101,2023-09-17,Present,66.0,D
S0996,Jennifer Carrie Young,Freshman,Biology,BIO101,2023-12-31,Late,80.0,B
S0996,Jennifer Carrie Young,Freshman,Physics,PHYS101,2023-12-17,Present,69.0,C
S0996,Jennifer Carrie Young,Freshman,Math,MATH101,2023-12-04,Absent,0.0,F
S0997,Chloe Karen Johnson,Sophomore,Physics,PHYS101,2023-10-11,Late,88.0,B
S0997,Chloe Karen Johnson,Sophomore,Chemistry,CHEM101,2023-12-26,Absent,0.0,F
S0997,Chloe Karen Johnson,Sophomore,Math,MATH101,2023-07-11,Late,79.0,B
S0997,Chloe Karen Johnson,Sophomore,Biology,BIO101,2023-02-20,Late,91.0,A
S0998,Miranda Sherry Stewart,Junior,Chemistry,CHEM101,2023-06-23,Present,90.0,A
S0998,Miranda Sherry Stewart,Junior,Physics,PHYS101,2023-01-27,Present,50.0,F
S0998,Miranda Sherry Stewart,Junior,Biology,BIO101,2023-06-16,Late,70.0,C
S0999,April Xavier Wolfe,Senior,Physics,PHYS101,2023-08-27,Present,67.0,C
S0999,April Xavier Wolfe,Senior,Biology,BIO101,2023-08-04,Absent,0.0,F
S0999,April Xavier Wolfe,Senior,Math,MATH101,2023-12-22,Late,66.0,D
S0999,April Xavier Wolfe,Senior,English,ENG101,2023-07-22,Present,92.0,A
S1000,Eric Christopher Gould,Freshman,Math,MATH101,2023-12-16,Excused,54.0,F
S1000,Eric Christopher Gould,Freshman,English,ENG101,2023-10-26,Excused,85.0,B
S1000,Eric Christopher Gould,Freshman,Physics,PHYS101,2023-12-04,Present,52.0,F
S1001,Melissa Mary Bennett,Sophomore,English,ENG101,2023-01-12,Present,83.0,B
S1001,Melissa Mary Bennett,Sophomore,Math,MATH101,2023-02-18,Late,77.0,B
S1001,Melissa Mary Bennett,Sophomore,Chemistry,CHEM101,2023-07-06,Present,73.0,C
S1002,Todd Sonya Oconnor,Freshman,Biology,BIO101,2023-03-22,Late,78.0,B
S1002,Todd Sonya Oconnor,Freshman,Math,MATH101,2023-06-23,Present,80.0,B
S1003,Caroline Daniel Nguyen,Junior,Chemistry,CHEM101,2023-05-08,Excused,84.0,B
S1003,Caroline Daniel Nguyen,Junior,Math,MATH101,2023-11-01,Excused,98.0,A
S1003,Caroline Daniel Nguyen,Junior,Biology,BIO101,2023-04-17,Late,67.0,C
S1004,Edward Tammy Sparks,Freshman,Chemistry,CHEM101,2023-03-20,Present,56.0,F
S1004,Edward Tammy Sparks,Freshman,Physics,PHYS101,2023-07-04,Excused,62.0,D
S1004,Edward Tammy Sparks,Freshman,Biology,BIO101,2023-01-14,Late,83.0,B
S1004,Edward Tammy Sparks,Freshman,English,ENG101,2023-04-23,Late,92.0,A
S1005,Mary Scott Russell,Freshman,English,ENG101,2023-10-02,Excused,86.0,B
S1005,Mary Scott Russell,Freshman,Math,MATH101,2023-04-16,Excused,64.0,D
S1005,Mary Scott Russell,Freshman,Physics,PHYS101,2023-09-10,Present,84.0,B
S1006,Michael Natalie Stevenson,Freshman,English,ENG101,2023-02-16,Excused,98.0,A
S1006,Michael Natalie Stevenson,Freshman,Biology,BIO101,2023-07-08,Absent,0.0,F
S1006,Michael Natalie Stevenson,Freshman,Math,MATH101,2023-08-15,Excused,69.0,C
S1007,Sharon William Webb,Sophomore,Chemistry,CHEM101,2023-11-27,Excused,83.0,B
S1007,Sharon William Webb,Sophomore,Physics,PHYS101,2023-11-01,Absent,0.0,F
S1007,Sharon William Webb,Sophomore,Biology,BIO101,2023-08-29,Absent,0.0,F
S1008,Melissa Sarah Mcintyre,Sophomore,Physics,PHYS101,2023-11-20,Present,57.0,F
S1008,Melissa Sarah Mcintyre,Sophomore,Biology,BIO101,2023-01-23,Excused,85.0,B
S1008,Melissa Sarah Mcintyre,Sophomore,English,ENG101,2023-04-16,Late,51.0,F
S1008,Melissa Sarah Mcintyre,Sophomore,Math,MATH101,2023-07-18,Excused,78.0,B
S1009,Albert Daniel Johnson,Freshman,Math,MATH101,2023-02-15,Present,50.0,F
S1009,Albert Daniel Johnson,Freshman,Biology,BIO101,2023-12-06,Excused,91.0,A
S1009,Albert Daniel Johnson,Freshman,Physics,PHYS101,2023-04-14,Present,79.0,B
S1010,Carol Isabella Cameron,Sophomore,Physics,PHYS101,2023-12-06,Present,96.0,A
S1010,Carol Isabella Cameron,Sophomore,Math,MATH101,2023-11-15,Late,76.0,B
S1010,Carol Isabella Cameron,Sophomore,Biology,BIO101,2023-04-07,Present,92.0,A
S1010,Carol Isabella Cameron,Sophomore,English,ENG101,2023-12-01,Absent,0.0,F
S1010,Carol Isabella Cameron,Sophomore,Chemistry,CHEM101,2023-07-24,Excused,62.0,D
S1011,Benjamin Sandra Vega,Junior,English,ENG101,2023-09-20,Present,57.0,F
S1011,Benjamin Sandra Vega,Junior,Physics,PHYS101,2023-02-28,Present,97.0,A
S1011,Benjamin Sandra Vega,Junior,Biology,BIO101,2023-11-07,Excused,64.0,D
S1012,Kelly Misty Brown,Junior,Chemistry,CHEM101,2023-12-04,Absent,0.0,F
S1012,Kelly Misty Brown,Junior,English,ENG101,2023-07-26,Late,59.0,F
S1013,Jeremy Kathleen Welch,Freshman,Biology,BIO101,2023-07-27,Present,70.0,C
S1013,Jeremy Kathleen Welch,Freshman,English,ENG101,2023-10-19,Late,85.0,B
S1013,Jeremy Kathleen Welch,Freshman,Math,MATH101,2023-12-02,Present,69.0,C
S1013,Jeremy Kathleen Welch,Freshman,Physics,PHYS101,2023-05-12,Absent,0.0,F
S1014,John Stephanie Gray,Senior,English,ENG101,2023-11-24,Present,78.0,B
S1014,John Stephanie Gray,Senior,Math,MATH101,2023-03-19,Present,78.0,B
S1015,Derek Joshua Bishop,Junior,Physics,PHYS101,2023-09-19,Excused,66.0,D
S1015,Derek Joshua Bishop,Junior,English,ENG101,2023-06-20,Absent,0.0,F
S1015,Derek Joshua Bishop,Junior,Math,MATH101,2023-06-13,Absent,0.0,F
S1016,Amanda Jeffrey Salazar,Junior,Biology,BIO101,2023-12-08,Excused,96.0,A
S1016,Amanda Jeffrey Salazar,Junior,Math,MATH101,2023-12-12,Late,92.0,A
S1016,Amanda Jeffrey Salazar,Junior,Physics,PHYS101,2023-10-05,Present,70.0,C
S1016,Amanda Jeffrey Salazar,Junior,Chemistry,CHEM101,2023-11-18,Late,86.0,B
S1017,Harold Jessica Jones,Freshman,Biology,BIO101,2023-06-22,Late,79.0,B
S1017,Harold Jessica Jones,Freshman,Chemistry,CHEM101,2023-02-19,Present,63.0,D
S1017,Harold Jessica Jones,Freshman,Math,MATH101,2023-12-31,Present,83.0,B
S1018,Wanda Erik Valencia,Junior,Physics,PHYS101,2023-02-05,Absent,0.0,F
S1018,Wanda Erik Valencia,Junior,Math,MATH101,2023-10-01,Absent,0.0,F
S1018,Wanda Erik Valencia,Junior,Chemistry,CHEM101,2023-12-25,Absent,0.0,F
S1018,Wanda Erik Valencia,Junior,English,ENG101,2023-05-05,Excused,69.0,C
S1019,Amy Charlotte Huerta,Junior,Chemistry,CHEM101,2023-10-17,Late,75.0,C
S1019,Amy Charlotte Huerta,Junior,Physics,PHYS101,2023-07-22,Excused,94.0,A
S1019,Amy Charlotte Huerta,Junior,Biology,BIO101,2023-07-07,Present,97.0,A
S1020,Nancy Michael Harris,Freshman,Chemistry,CHEM101,2023-04-28,Excused,69.0,C
S1020,Nancy Michael Harris,Freshman,English,ENG101,2023-05-24,Excused,68.0,C
S1021,Anthony Anthony Rowe,Junior,Chemistry,CHEM101,2023-08-08,Late,81.0,B
S1021,Anthony Anthony Rowe,Junior,Math,MATH101,2023-12-15,Late,51.0,F
S1021,Anthony Anthony Rowe,Junior,English,ENG101,2023-06-10,Late,83.0,B
S1021,Anthony Anthony Rowe,Junior,Biology,BIO101,2023-07-22,Late,91.0,A
S1022,Stephanie Keith Dalton,Junior,Chemistry,CHEM101,2023-08-24,Excused,83.0,B
S1022,Stephanie Keith Dalton,Junior,Math,MATH101,2023-05-13,Absent,0.0,F
S1022,Stephanie Keith Dalton,Junior,English,ENG101,2023-07-30,Late,51.0,F
S1022,Stephanie Keith Dalton,Junior,Physics,PHYS101,2023-01-09,Late,77.0,B
S1023,Alexander James Young,Senior,Physics,PHYS101,2023-07-21,Present,56.0,F
S1023,Alexander James Young,Senior,Biology,BIO101,2023-08-01,Present,84.0,B
S1023,Alexander James Young,Senior,Math,MATH101,2023-02-26,Absent,0.0,F
S1023,Alexander James Young,Senior,English,ENG101,2023-12-02,Late,53.0,F
S1024,Jacob Philip Hurley,Junior,English,ENG101,2023-03-05,Absent,0.0,F
S1024,Jacob Philip Hurley,Junior,Physics,PHYS101,2023-02-17,Present,53.0,F
S1024,Jacob Philip Hurley,Junior,Math,MATH101,2023-08-06,Absent,0.0,F
S1025,John Alisha Hall,Senior,English,ENG101,2023-01-14,Absent,0.0,F
S1025,John Alisha Hall,Senior,Math,MATH101,2023-10-01,Present,62.0,D
S1025,John Alisha Hall,Senior,Physics,PHYS101,2023-04-28,Absent,0.0,F
S1025,John Alisha Hall,Senior,Biology,BIO101,2023-03-11,Absent,0.0,F
S1026,Alexis Christina Garcia,Freshman,Physics,PHYS101,2023-01-11,Absent,0.0,F
S1026,Alexis Christina Garcia,Freshman,Biology,BIO101,2023-10-01,Excused,74.0,C
S1026,Alexis Christina Garcia,Freshman,English,ENG101,2023-08-16,Excused,50.0,F
S1027,Andres Sharon Alexander,Freshman,Math,MATH101,2023-04-14,Present,90.0,A
S1027,Andres Sharon Alexander,Freshman,Physics,PHYS101,2023-07-27,Absent,0.0,F
S1027,Andres Sharon Alexander,Freshman,Chemistry,CHEM101,2023-05-27,Late,93.0,A
S1027,Andres Sharon Alexander,Freshman,English,ENG101,2023-07-11,Present,93.0,A
S1027,Andres Sharon Alexander,Freshman,Biology,BIO101,2023-09-30,Late,94.0,A
S1028,Jeffrey Christine Harris,Sophomore,Math,MATH101,2023-04-25,Late,89.0,A
S1028,Jeffrey Christine Harris,Sophomore,Biology,BIO101,2023-10-13,Late,51.0,F
S1028,Jeffrey Christine Harris,Sophomore,English,ENG101,2023-05-02,Late,70.0,C
S1028,Jeffrey Christine Harris,Sophomore,Physics,PHYS101,2023-10-20,Late,77.0,B
S1028,Jeffrey Christine Harris,Sophomore,Chemistry,CHEM101,2023-10-02,Late,55.0,F
S1029,Nichole Deanna Rivera,Senior,Physics,PHYS101,2023-06-24,Absent,0.0,F
S1029,Nichole Deanna Rivera,Senior,Math,MATH101,2023-01-12,Excused,93.0,A
S1029,Nichole Deanna Rivera,Senior,English,ENG101,2023-06-03,Excused,60.0,D
S1030,Tyler Jason Schultz,Sophomore,Biology,BIO101,2023-07-04,Late,62.0,D
S1030,Tyler Jason Schultz,Sophomore,Chemistry,CHEM101,2023-02-28,Late,64.0,D
S1031,Ashley Mary Dunn,Freshman,English,ENG101,2023-09-21,Absent,0.0,F
S1031,Ashley Mary Dunn,Freshman,Biology,BIO101,2023-07-13,Late,75.0,C
S1031,Ashley Mary Dunn,Freshman,Chemistry,CHEM101,2023-05-04,Absent,0.0,F
S1032,Sharon Crystal Young,Senior,English,ENG101,2023-08-27,Absent,0.0,F
S1032,Sharon Crystal Young,Senior,Physics,PHYS101,2023-12-29,Absent,0.0,F
S1032,Sharon Crystal Young,Senior,Chemistry,CHEM101,2023-11-03,Excused,61.0,D
S1033,Gabrielle Ricky Ross,Freshman,Physics,PHYS101,2023-02-25,Present,87.0,B
S1033,Gabrielle Ricky Ross,Freshman,Biology,BIO101,2023-06-23,Excused,92.0,A
S1034,Andrew David Evans,Junior,Physics,PHYS101,2023-04-02,Late,69.0,C
S1034,Andrew David Evans,Junior,Chemistry,CHEM101,2023-10-03,Present,69.0,C
S1034,Andrew David Evans,Junior,Math,MATH101,2023-12-17,Present,73.0,C
S1034,Andrew David Evans,Junior,English,ENG101,2023-07-05,Present,64.0,D
S1035,Taylor Hannah Jones,Sophomore,Chemistry,CHEM101,2023-07-25,Absent,0.0,F
S1035,Taylor Hannah Jones,Sophomore,Biology,BIO101,2023-05-13,Excused,63.0,D
S1035,Taylor Hannah Jones,Sophomore,English,ENG101,2023-01-10,Excused,63.0,D
S1035,Taylor Hannah Jones,Sophomore,Math,MATH101,2023-03-02,Excused,93.0,A
S1036,Meredith Carrie Brown,Senior,Physics,PHYS101,2023-03-09,Late,95.0,A
S1036,Meredith Carrie Brown,Senior,English,ENG101,2023-04-23,Absent,0.0,F
S1036,Meredith Carrie Brown,Senior,Biology,BIO101,2023-05-29,Present,79.0,B
S1037,Julia Margaret Lynch,Sophomore,Physics,PHYS101,2023-07-09,Absent,0.0,F
S1037,Julia Margaret Lynch,Sophomore,Biology,BIO101,2023-07-24,Late,91.0,A
S1037,Julia Margaret Lynch,Sophomore,Chemistry,CHEM101,2023-07-20,Late,70.0,C
S1038,Bianca Diana Rodriguez,Senior,Chemistry,CHEM101,2023-11-09,Late,71.0,C
S1038,Bianca Diana Rodriguez,Senior,Physics,PHYS101,2023-12-30,Absent,0.0,F
S1038,Bianca Diana Rodriguez,Senior,English,ENG101,2023-05-08,Excused,91.0,A
S1039,Jason Deborah Matthews,Sophomore,English,ENG101,2023-10-13,Excused,75.0,C
S1040,Jesse David Bender,Sophomore,Math,MATH101,2023-06-11,Present,65.0,D
S1040,Jesse David Bender,Sophomore,Physics,PHYS101,2023-10-31,Late,85.0,B
S1040,Jesse David Bender,Sophomore,English,ENG101,2023-06-14,Late,57.0,F
S1040,Jesse David Bender,Sophomore,Chemistry,CHEM101,2023-06-14,Excused,87.0,B
S1041,Eric Sara Smith,Freshman,Math,MATH101,2023-11-21,Late,84.0,B
S1041,Eric Sara Smith,Freshman,Physics,PHYS101,2023-06-02,Excused,78.0,B
S1042,Michelle Jesse Cruz,Sophomore,Math,MATH101,2023-08-09,Excused,50.0,F
S1042,Michelle Jesse Cruz,Sophomore,English,ENG101,2023-09-23,Present,88.0,B
S1042,Michelle Jesse Cruz,Sophomore,Chemistry,CHEM101,2023-08-10,Excused,66.0,D
S1042,Michelle Jesse Cruz,Sophomore,Physics,PHYS101,2023-09-18,Late,84.0,B
S1043,Brian Cheryl Gordon,Freshman,Physics,PHYS101,2023-02-13,Excused,93.0,A
S1043,Brian Cheryl Gordon,Freshman,Biology,BIO101,2023-10-05,Present,73.0,C
S1043,Brian Cheryl Gordon,Freshman,English,ENG101,2023-10-14,Absent,0.0,F
S1044,Christina Jared Johnson,Senior,English,ENG101,2023-12-17,Excused,72.0,C
S1044,Christina Jared Johnson,Senior,Physics,PHYS101,2023-02-24,Late,56.0,F
S1044,Christina Jared Johnson,Senior,Biology,BIO101,2023-01-12,Late,77.0,B
S1045,James Natalie Nelson,Sophomore,Physics,PHYS101,2023-04-03,Absent,0.0,F
S1045,James Natalie Nelson,Sophomore,Biology,BIO101,2023-11-17,Excused,56.0,F
S1045,James Natalie Nelson,Sophomore,Math,MATH101,2023-07-24,Late,92.0,A
S1046,Parker Robin Prince,Freshman,Biology,BIO101,2023-03-21,Late,55.0,F
S1046,Parker Robin Prince,Freshman,Physics,PHYS101,2023-03-03,Present,55.0,F
S1047,Amy Katherine Beltran,Senior,Biology,BIO101,2023-01-16,Late,89.0,A
S1047,Amy Katherine Beltran,Senior,Chemistry,CHEM101,2023-04-18,Excused,68.0,C
S1047,Amy Katherine Beltran,Senior,English,ENG101,2023-01-21,Late,67.0,C
S1047,Amy Katherine Beltran,Senior,Math,MATH101,2023-12-16,Excused,95.0,A
S1048,Daniel Alexandra Frazier,Sophomore,Chemistry,CHEM101,2023-12-10,Present,85.0,B
S1048,Daniel Alexandra Frazier,Sophomore,Biology,BIO101,2023-04-14,Late,75.0,C
S1048,Daniel Alexandra Frazier,Sophomore,English,ENG101,2023-05-16,Late,97.0,A
S1049,Susan Troy Johnson,Sophomore,Chemistry,CHEM101,2023-09-03,Present,62.0,D
S1049,Susan Troy Johnson,Sophomore,Physics,PHYS101,2023-12-10,Excused,85.0,B
S1049,Susan Troy Johnson,Sophomore,Biology,BIO101,2023-03-21,Absent,0.0,F
S1050,Benjamin Janet Ryan,Junior,Chemistry,CHEM101,2023-11-16,Present,77.0,B
S1050,Benjamin Janet Ryan,Junior,Biology,BIO101,2023-01-01,Excused,76.0,B
S1050,Benjamin Janet Ryan,Junior,English,ENG101,2023-01-26,Excused,66.0,D
S1051,Alyssa Brandon Humphrey,Junior,Chemistry,CHEM101,2023-04-07,Absent,0.0,F
S1051,Alyssa Brandon Humphrey,Junior,Math,MATH101,2023-03-19,Present,86.0,B
S1051,Alyssa Brandon Humphrey,Junior,Biology,BIO101,2023-06-09,Excused,61.0,D
S1051,Alyssa Brandon Humphrey,Junior,Physics,PHYS101,2023-08-23,Late,87.0,B
S1052,Jessica Tanya Benson,Junior,Biology,BIO101,2023-05-26,Excused,86.0,B
S1052,Jessica Tanya Benson,Junior,Physics,PHYS101,2023-02-04,Excused,75.0,C
S1052,Jessica Tanya Benson,Junior,Math,MATH101,2023-05-03,Present,91.0,A
S1052,Jessica Tanya Benson,Junior,English,ENG101,2023-03-12,Late,70.0,C
S1053,Susan Krista Brown,Freshman,Math,MATH101,2023-07-16,Present,85.0,B
S1053,Susan Krista Brown,Freshman,Biology,BIO101,2023-05-22,Excused,80.0,B
S1053,Susan Krista Brown,Freshman,Chemistry,CHEM101,2023-02-17,Late,95.0,A
S1054,Amber Kayla Parrish,Junior,Chemistry,CHEM101,2023-01-02,Excused,73.0,C
S1054,Amber Kayla Parrish,Junior,Biology,BIO101,2023-11-14,Late,84.0,B
S1054,Amber Kayla Parrish,Junior,English,ENG101,2023-12-26,Excused,95.0,A
S1054,Amber Kayla Parrish,Junior,Math,MATH101,2023-07-10,Excused,58.0,F
S1055,Rachel Ricardo Ramos,Senior,English,ENG101,2023-03-14,Late,78.0,B
S1055,Rachel Ricardo Ramos,Senior,Physics,PHYS101,2023-02-08,Excused,87.0,B
S1056,Peter Julia Moreno,Senior,Chemistry,CHEM101,2023-07-27,Late,52.0,F
S1056,Peter Julia Moreno,Senior,Biology,BIO101,2023-07-19,Late,100.0,A
S1056,Peter Julia Moreno,Senior,Physics,PHYS101,2023-01-11,Excused,63.0,D
S1057,Maria Amy Hernandez,Junior,Physics,PHYS101,2023-02-24,Present,92.0,A
S1057,Maria Amy Hernandez,Junior,English,ENG101,2023-10-01,Present,98.0,A
S1057,Maria Amy Hernandez,Junior,Biology,BIO101,2023-11-22,Absent,0.0,F
S1058,Hannah Thomas Wright,Freshman,Physics,PHYS101,2023-02-12,Absent,0.0,F
S1058,Hannah Thomas Wright,Freshman,Math,MATH101,2023-10-27,Present,81.0,B
S1058,Hannah Thomas Wright,Freshman,Biology,BIO101,2023-08-28,Absent,0.0,F
S1058,Hannah Thomas Wright,Freshman,Chemistry,CHEM101,2023-06-06,Excused,77.0,B
S1059,Brandon Whitney Reeves,Freshman,Physics,PHYS101,2023-03-26,Excused,88.0,B
S1059,Brandon Whitney Reeves,Freshman,Chemistry,CHEM101,2023-10-16,Excused,61.0,D
S1059,Brandon Whitney Reeves,Freshman,Math,MATH101,2023-02-02,Late,53.0,F
S1061,Nicholas Christina Martinez,Sophomore,English,ENG101,2023-11-07,Excused,96.0,A
S1061,Nicholas Christina Martinez,Sophomore,Biology,BIO101,2023-06-09,Present,54.0,F
S1061,Nicholas Christina Martinez,Sophomore,Chemistry,CHEM101,2023-03-30,Excused,95.0,A
S1062,Vickie Brandi Edwards,Freshman,Physics,PHYS101,2023-05-20,Present,80.0,B
S1062,Vickie Brandi Edwards,Freshman,Math,MATH101,2023-07-16,Late,50.0,F
S1062,Vickie Brandi Edwards,Freshman,Biology,BIO101,2023-08-17,Present,58.0,F
S1063,Melissa Ryan Williams,Freshman,Math,MATH101,2023-04-28,Present,61.0,D
S1063,Melissa Ryan Williams,Freshman,Physics,PHYS101,2023-05-08,Late,99.0,A
S1063,Melissa Ryan Williams,Freshman,Chemistry,CHEM101,2023-07-11,Late,91.0,A
S1064,Tom Amy Green,Freshman,Chemistry,CHEM101,2023-01-23,Excused,69.0,C
S1064,Tom Amy Green,Freshman,Physics,PHYS101,2023-12-14,Late,71.0,C
S1065,Brandy Jerry Meyer,Freshman,Math,MATH101,2023-11-27,Excused,94.0,A
S1065,Brandy Jerry Meyer,Freshman,Physics,PHYS101,2023-08-16,Absent,0.0,F
S1065,Brandy Jerry Meyer,Freshman,Chemistry,CHEM101,2023-09-06,Late,80.0,B
S1065,Brandy Jerry Meyer,Freshman,English,ENG101,2023-06-18,Late,62.0,D
S1066,Michelle Jeffrey Lopez,Sophomore,English,ENG101,2023-03-05,Absent,0.0,F
S1066,Michelle Jeffrey Lopez,Sophomore,Math,MATH101,2023-03-09,Late,69.0,C
S1066,Michelle Jeffrey Lopez,Sophomore,Biology,BIO101,2023-05-13,Absent,0.0,F
S1066,Michelle Jeffrey Lopez,Sophomore,Physics,PHYS101,2023-11-26,Late,89.0,A
S1067,Glenn Kendra Davis,Junior,Math,MATH101,2023-07-27,Late,65.0,D
S1067,Glenn Kendra Davis,Junior,Biology,BIO101,2023-07-29,Late,52.0,F
S1068,Richard Antonio Brown,Freshman,English,ENG101,2023-01-26,Late,95.0,A
S1068,Richard Antonio Brown,Freshman,Math,MATH101,2023-02-05,Late,63.0,D
S1069,Cheryl Jodi James,Sophomore,Biology,BIO101,2023-08-07,Absent,0.0,F
S1069,Cheryl Jodi James,Sophomore,English,ENG101,2023-10-30,Absent,0.0,F
S1069,Cheryl Jodi James,Sophomore,Physics,PHYS101,2023-11-12,Present,53.0,F
S1070,Benjamin Carol Figueroa,Sophomore,Physics,PHYS101,2023-01-09,Late,56.0,F
S1070,Benjamin Carol Figueroa,Sophomore,Biology,BIO101,2023-05-11,Late,69.0,C
S1070,Benjamin Carol Figueroa,Sophomore,Math,MATH101,2023-01-18,Present,51.0,F
S1071,Savannah Christopher Wilkins,Sophomore,Biology,BIO101,2023-08-18,Absent,0.0,F
S1071,Savannah Christopher Wilkins,Sophomore,Math,MATH101,2023-01-18,Absent,0.0,F
